title_lemmatized,text_lemmatized,rating
good buy,like work,5.0
good de tangle brush,get twelve yr old daughter fine thin hair tangle horribly we ve try de tangle brush have not impress daughter try love use day demonstrate people show work,5.0
great product,fairly easy use need practice perfect,4.0
great price,buy hubby tell head band work conjunction hair wave product decent material,4.0
bad pinch,look ok give price convenience,4.0
good product far,problem find number retail store carry product outstanding nongreasy hold day hair get wet need comb work right tube,5.0
fun,wear kids party super cute stay place recommend,5.0
product general garbage waste money,seller fault actual product failure buyer beware buy liner good care eyeliner dry month twice one month cap time bathroom drawer lot research product say come watery eye cry dry worth money,1.0
do not look like wig photo,wig photo,1.0
lot well quality,fan carmex pretty package carmex smell dry lip sorry fan want mood pink lipgloss l color mood way,1.0
worth money major defect,great 1st roller quickly gunke lotion will not lotion constantly low unit lotion one big area worth money,1.0
work,work,1.0
star,keep hair healthy bleaching smell delicious,4.0
do not color,order want solid color teal quality great hold like,3.0
run hour wear,easy onvery comfortable tight loosei fifty - nine length greathowever hose develop run hour wear time fortunately wear pant be not total disaster disappointing,1.0
,tight,3.0
acrylic,wait entire estimate time arrival do not want return want try dip powder polymer use nail liquid smh try insult ugly look nail ewww buyer know want stalk mailman disappointed find buy wrong thing sigh,1.0
easy use mess,product hard skin rough place foot work concrete floor year definitely buy use,5.0
work product,work product,2.0
great,easy look awesome,5.0
impressed,be not impressed do not feel hydrate help adhesiveness stick nail,2.0
lovely color summer winter,enjoy colors miracle gel protect nail strong,5.0
end ruff,hair ok,2.0
star,waste money,1.0
yalmeh product past happy result get,try yalmeh product past happy result get needless high hope start eye gel impressed works sensitive undereye area reduce puffiness eye perpetually plague wake morning work far hydrate eye area go product brand deliver result hope skin care product love brand product receive product mention review purpose regardless recommend product service use personally believe good reader I m regular consumer appreciate read give honest feedback product regular people like use daily basis consider buying view opinion customerend user standpoint,5.0
polish old polish do not long,nail polish appear old follow direction nail dry nail polish come nail two day paint,2.0
sharpen,love idea sharpen,4.0
leak proof,buy state leak proof close turn sideways water pour like open definitely use travel,1.0
closure can not human hair,wish photo hair come straight package do not think i d need closure thin bind closure usually come color 1b want lift little brown forty developerno bleach like closure I ve seller process usually take hour go check closure 20min closure color change get light curl go could not comb hair melt like hair plastic will not order vendor,1.0
cuticle nipper clumsy cut poorly,mediocre good cuticle nipper purchase look like customer photo think awesome review bit skewed long clumsy heavy poorly finish cut raggedly do not precision cut I m accustomed good feature lock mechanism search,2.0
bright face morning sure,light refreshing gummy try use toner hand wash totally stain pillowcase face feel amazing work feel great well think skin look bright week ago price little high work great recommend,5.0
packaging nightmare,package hard open container finally open crash floor sponge keep fall plastic thing mess I m glue sponge try use crack power,1.0
durability issue,tooth do not long fall apart dailey use month,4.0
fence,product fence wash easily major bonus come nice set color individually package do not open ready use color hard nice base color kind cake make hair feel stiff brush make feel like ate brush dry hairspray lot hair need individual color easy use nice kid halloween party use,3.0
bad clipper,clipper unusable dull will not cut small cuticle instead basically make slit horrible,1.0
super short lash,look like picture extremely short lashes happy look like send pair cheep crappy lash will not buy,1.0
star,chip easily,1.0
work state,towel heaven small portable wrap hair nearly waist point exactly say get hate frizzystaticky hair head do not look great wanted find towel prevent they re unbelievably soft touch let air dry use they re ready day instruction manual correctly there s specific way sure throw away instruction like,4.0
star,great,4.0
lash light weight voluminous,bad lied send lash do not continue lie,1.0
