title_lemmatized,text_lemmatized,rating
forget pain pain cause shoulder strap s,uncomfortable,1.0
star,cream amazing make foot feel great night take away pain innflammation smell great,5.0
fall apart nine shave,originally rate brush five star 9th shave fifty brush fall apart hand look close finish sassafras wood handle start fail photo conclude cheaply certainly worth fraction premium price tag shoddy shoddy original positive review write three shave original title nice albeit expensive shaving brush I ve mugandbrush guy life I ve occasionally dabble aerosol etc come mug brush nice thick warm rich lather make shaving breeze get replacementsupplement 20yearold old spice brush leave photo serve thousand shave bristle prof fuzzworthy finer hold water quickly learn shake make lather lather come thin watery sassafras wood handle nice give good visual appeal confess feel bit extravagant spend fifty buck shaving brush can not help think great mug lather fraction cost say great brush I m completely satisfied,1.0
good cleaning finicky charge base,two clarisonic ready fork one hundred foreo look knockoff field decide try nine review order reliable five star review experience genuine brand knockoff honestly I d expect perform level matter reach right balance term value knockoff perform sixty brand product cost thirteen good buy clarisonic clean facial cleanser way gentlesoft try time convince useless go to return finished washing face definitely feel clean simple towel wash sonic cleansing job vibration mild compare clarisonic weak link product charge base day couple time day washing massaging unit charge minute stop charge contact customer service responsive tell product arrive charge charge indicator light turn fully charge bit hard tell unit defective charging base find hold steady charge power significantly drain take practicenudging find secure charge contact point charge base unit probably waterproof water resistant seamless fine slit line think safe use shower instruct soak water good product charge base turn okay update time would not know perform genuine foreo do not foreo complement clarisonic brush mean use daily,4.0
star,I m happy product workswould recommend,4.0
little spendy,notice big difference know take six month check lab,5.0
total waste money,hardly scent difference bathroom,1.0
waste money,item stop work month warranty thirty - nine day can not money waste money,1.0
good oil,like oil smell great make natural hair soft do not like liquify time use use i d like,4.0
nice,great good lazy people,5.0
great quality price,love temperature read different way,5.0
good value,intend three day camping trip,4.0
resistant material,do not like tear easy,2.0
tko well stuff garbage,I ve job terrible petroleum solvent dry hand complain dry hand bad do not clean there s product solvent clean well gentle hand,1.0
star,great product,5.0
unsatisfie client,ink super thin n watery n stay skin like refund purchase,1.0
love here,know bowling alley hand guy counter bowling she s spray shoe here mean hand wrong size tell guy spray hell like disease spray lol know right,5.0
barely smell cedar aroma,ring handy work barely notice cedar smell hope quality product ring look nice look cedar oil help scent,2.0
convenience,nice convenience store,5.0
powerful,do not like product power weak do not clean ill look,1.0
perfect,beautiful balloon number add plus extra balloon,5.0
good far,taste good five gram fiber fine pricier fiber brand similar count gummie buy price well love buy,4.0
need work,work setting do not stay set slip need redesign,3.0
figure use different way well,product come tiny instruction strip be not english picture finish product look youtube use work bun wish learn updo show,4.0
star,work great,5.0
thank,love product,5.0
great,barely scent smell brief period time,2.0
buy friend fit certain glass,buy friend fit certain glass loose keep fall drink totally worth price,1.0
garbage,suck do not long last month do not charge capacity fact would not charge past nine happily toss trash,1.0
err,spend two hour try scale set connect wifi weigh error message I ve waste lot time receive response customer service plan return do not help quickly,1.0
sound quality comfortable version2,sound difficult describe bass harsh high tone double check cable connection try different optical cable sound improve hope replacement solve issue,2.0
noisy massage heat,massager make ton noise forget relax foot soak bubble order massage slide foot forth raise bump tub start hot water think heat aspect water hot ten minute water lukewarm good fairness instruction book say heat cold water foolishly think hot water hot do not go store today save money look,2.0
like pic show,get instal easy install sit seat stay place do not slip test time final grade build work,4.0
throw away hairdryer well,I ve struggle try brush blow dry hair thing trick super easy use cool setting I m sure buck strong get job price right,5.0
big great steak outpost,old facial steamer blow literally stop work try look similar model find big previous bit hesitant counter space premium sell experienced steam come unit guess size matter highly recommend,4.0
small perfect child,fit comfortably nose easy breathe nose like trap stuff air allergy hope help bit,5.0
low quality,waste moneydifficult controlnot easy use,2.0
great job get nasty smell,great job get nasty smell mini fridge pungent food stale fridge unpleasantness away sure follow care instruction put sun effect wear care diligent get job easy open close plastic case charcoal bag think size perfect fridge great product,4.0
